vOTU	MI02	MI09	MI13	MI20	MII02	MII09	MII13	MII20	MIII02	MIII09	MIII13	MIII20
NODE29_01	0	0	17197	6173	0	0	14021	5211	0	0	13166	4208
NODE29_02	5713	0	0	0	6346	0	0	0	6368	0	0	0
NODE29_03	0	0	14145	2872	0	0	13131	3083	0	0	13808	2089
NODE29_04	0	5255	0	0	0	3541	711	0	0	1923	923	0
NODE29_05	0	0	1673	5287	0	0	1798	6570	0	0	2454	6971
NODE290_01	6766	0	0	0	6137	0	0	0	7674	0	0	0
NODE290_02	11093	0	0	0	9328	0	0	0	11958	0	0	0
NODE291_01	0	0	5561	0	0	0	4499	0	0	0	9104	0
NODE291_02	0	6260	0	0	0	6648	0	0	0	6504	0	0
NODE291_03	0	0	18626	15987	0	0	19702	15708	0	0	18522	13976
NODE291_04	4231	0	0	0	4496	0	0	0	4127	1510	0	0
NODE292_01	0	0	5227	5034	0	0	5076	4273	0	0	4755	3951
NODE292_02	0	6093	0	0	0	5948	0	0	0	5221	0	0
NODE292_03	0	4555	0	0	0	2995	0	0	0	2319	0	0
NODE293_01	0	0	8162	11519	0	0	8361	9682	0	0	9717	10286
NODE293_02	0	5621	0	0	0	4763	0	1144	0	4418	0	0
NODE294_01	0	5615	0	0	0	6495	0	0	0	6008	0	0
NODE295_01	7633	7404	0	0	8493	11141	0	0	9236	12112	0	0
NODE295_02	2679	91037	192852	18580	1998	75566	194023	23032	2790	64508	212097	24094
NODE295_03	6380	847	0	0	5450	0	0	0	6479	1682	0	0
NODE296_01	10101	15794	0	0	9858	20156	0	0	10416	24313	0	0
NODE297_01	0	0	1890	0	0	0	2130	0	0	0	3244	0
NODE297_02	0	0	8044	5141	0	0	7633	4397	0	0	7700	4699
NODE297_03	0	0	0	4146	0	0	0	4058	0	0	0	4191
NODE297_04	0	2896	0	0	0	2831	0	0	0	2816	0	0
NODE297_05	0	6426	0	0	0	4402	0	0	0	2341	0	0
NODE297_06	10908	0	0	0	11226	0	0	0	9665	0	0	0
NODE298_01	0	6081	0	0	0	6714	0	0	0	6671	0	0
NODE298_02	6530	1179	0	0	6036	0	0	0	5562	1921	0	0
NODE299_01	0	0	1022	4126	0	0	908	3396	0	0	0	2940
NODE299_02	0	3595	0	0	0	3548	0	0	0	2619	0	0
NODE3_01	0	5785	0	0	0	6563	0	0	0	6745	0	0
NODE3_02	0	0	2724	11219	0	0	3497	13755	0	0	4384	14835
NODE3_03	0	0	1162	11373	0	0	1080	12082	0	0	1048	13752
NODE3_04	8211	863	0	0	8272	0	0	0	8719	1987	0	0
NODE3_05	0	0	4271	3474	0	0	4388	3724	0	0	4649	3064
NODE30_01	0	0	1716	1707	0	0	2398	2154	0	0	3711	2958
NODE30_02	8268	0	0	0	9139	0	0	0	8442	1325	0	0
NODE30_03	0	0	21471	1545	0	0	26674	2292	0	0	28068	2190
NODE30_04	0	0	3087	8047	0	0	3107	7273	0	0	2533	6556
NODE300_01	0	9583	0	0	0	8847	0	0	0	10599	0	0
NODE300_02	0	0	734	6682	0	0	0	9414	0	0	0	9679
NODE301_01	1738	2355	0	0	1721	2682	0	0	1699	3507	0	0
NODE302_01	0	1382	0	0	0	2176	0	0	0	3370	0	0
NODE302_02	0	0	1333	5204	0	0	1123	4632	0	0	0	3480
NODE302_03	0	2223	0	0	0	1900	0	0	0	2122	0	0
NODE302_04	12538	874	0	0	12380	0	0	0	11017	2904	0	0
NODE303_01	0	8882	0	0	0	7981	0	0	0	5716	0	0
NODE303_02	0	1741	8463	3013	0	0	9089	3429	0	0	9590	3373
NODE303_03	0	0	4362	10933	0	0	3980	8622	0	0	4761	8921
NODE303_04	0	4019	0	0	0	2992	0	0	0	3291	0	0
NODE303_05	2247	2255	0	0	2286	2686	0	0	2645	2691	0	0
NODE303_06	13158	24133	0	0	13346	29778	0	0	12084	34097	0	0
NODE303_07	5251	0	0	0	5051	0	0	0	5179	0	0	0
NODE304_01	0	3638	0	0	0	3774	0	0	0	4162	0	0
NODE304_02	11710	0	0	0	10882	0	0	0	9370	0	0	0
NODE304_03	4089	0	0	0	3678	0	0	0	3651	1014	0	0
NODE305_01	0	3052	0	0	0	3539	0	0	0	3670	0	0
NODE305_02	8947	1173	0	0	8518	1735	0	0	9915	2574	0	0
NODE305_03	8139	0	0	0	6488	0	0	0	8413	0	0	0
NODE306_01	0	0	992	6506	0	0	782	5827	0	0	0	4924
NODE306_02	5422	1486	0	0	5319	1842	0	0	4886	3184	0	0
NODE306_03	13084	0	0	0	14733	0	0	0	15852	3874	0	0
NODE307_01	0	0	5465	7718	0	0	5406	8321	0	0	5654	8074
NODE307_02	0	905	0	0	0	2027	0	0	0	2984	0	0
NODE307_03	0	9062	0	0	0	6732	0	0	0	6167	0	0
NODE307_04	6059	5145	0	0	7102	6093	0	0	7690	9768	0	0
NODE307_05	14481	0	0	0	16342	0	0	0	15212	1555	0	0
NODE307_06	8505	3526	0	0	8278	4519	0	0	7948	5277	0	0
NODE308_01	0	7664	0	0	0	7242	0	0	0	5704	0	0
NODE308_02	0	4888	0	0	0	3252	0	0	0	2176	0	0
NODE308_03	4056	0	0	0	3407	0	0	0	3756	0	0	0
NODE309_01	0	5796	0	0	0	5379	0	0	0	5572	0	0
NODE309_02	14620	0	0	0	17183	1563	0	0	11749	1607	0	0
NODE31_01	0	6135	0	0	0	7429	0	0	0	7606	0	0
NODE31_02	9632	0	0	0	7701	0	0	0	9973	1607	0	0
NODE31_03	0	0	0	4942	0	0	0	3837	0	0	0	3129
NODE310_01	0	4456	0	0	0	5203	0	0	0	6513	0	0
NODE310_02	0	0	1125	5940	0	0	0	5074	0	0	0	4729
NODE310_03	0	17959	0	0	0	19011	0	0	0	14388	0	0
NODE310_04	6296	0	0	0	4138	0	0	0	5352	0	0	0
NODE311_01	0	6001	0	0	0	5343	0	0	0	9211	0	0
NODE311_02	0	0	2175	1518	0	0	2544	1766	0	0	1802	1602
NODE311_03	7387	0	0	0	5625	0	0	0	7786	1603	0	0
NODE312_01	0	5014	1905	5411	0	4382	2275	7290	0	2569	2156	7650
NODE312_02	0	17800	0	0	0	12961	0	0	0	14778	0	0
NODE312_03	3271	0	0	0	3713	0	0	0	3046	2002	0	0
NODE313_01	0	23427	0	0	0	22048	0	0	0	16496	0	0
NODE313_02	0	6082	0	0	0	6349	0	0	0	6261	0	0
NODE313_03	5639	0	0	0	5716	0	0	0	6315	1050	0	0
NODE314_01	0	0	3823	31779	0	0	3697	35030	0	0	3849	38640
NODE314_02	0	8249	0	0	0	7570	0	0	0	5630	0	0
NODE315_01	0	2364	0	0	0	2237	0	0	0	1828	0	0
NODE316_01	1350	5154	0	0	0	7245	0	0	0	14335	0	0
NODE316_02	0	0	746	4474	0	0	0	5094	0	0	0	3800
NODE316_03	0	4145	0	0	0	3671	0	0	0	4720	0	0
NODE316_04	5770	1327	0	0	6773	0	0	0	6780	1351	0	0
NODE317_01	0	7576	0	0	0	7741	0	0	0	8029	0	0
NODE317_02	0	0	3694	8729	0	0	3658	7198	0	0	3497	7350
NODE317_03	0	3461	0	0	0	3635	0	0	0	3248	0	0
NODE317_04	13523	1966	0	0	12048	1972	0	0	11759	3229	0	0
NODE317_05	4837	1452	0	0	4178	0	0	0	4492	3117	0	0
NODE317_06	59351	4230	0	0	61575	4613	0	0	60442	8485	0	0
NODE318_01	0	1801	0	0	0	2846	0	0	0	3058	0	0
NODE318_02	0	0	0	3733	0	0	0	3650	0	0	0	3049
NODE318_03	0	10430	820	1872	0	8784	1013	1931	0	6825	0	1970
NODE318_04	4339	0	0	0	3914	0	0	0	4893	0	0	0
NODE318_05	12949	734	0	0	10374	1279	0	0	14305	1624	0	0
NODE319_01	0	0	2108	8862	0	0	2001	8805	0	0	2151	9511
NODE319_02	22589	0	0	0	25421	0	0	0	24147	1720	0	0
NODE319_03	9578	3356	0	0	8778	4713	0	0	9295	6112	0	0
NODE32_01	0	0	116211	69352	0	0	130509	70325	0	0	159203	72392
NODE32_02	9350	802	0	0	10618	1510	0	0	8491	1811	0	0
NODE32_03	0	4312	0	0	0	4630	0	0	0	3251	0	0
NODE32_04	0	0	1486	6310	0	0	962	6628	0	0	0	6715
NODE320_01	0	0	1791	0	0	0	1756	1331	0	0	1899	1267
NODE320_02	7831	3916	0	0	6410	5126	0	0	7739	6499	0	0
NODE320_03	0	4192	0	0	0	4143	0	0	0	3889	0	0
NODE320_04	2985	0	0	0	5492	0	0	0	2767	0	0	0
NODE321_01	0	0	5479	3560	0	0	5960	3709	0	0	5195	3238
NODE321_02	0	0	3588	23841	0	0	2612	19112	0	0	2068	19246
NODE321_03	0	0	36988	13714	0	0	34035	12661	0	0	34482	11082
NODE321_04	0	16941	0	0	0	13807	0	0	0	15596	0	0
NODE321_05	0	0	831	5609	0	0	0	4940	0	0	0	4639
NODE321_06	0	3851	0	0	0	2679	0	0	0	1516	0	0
NODE321_07	38770	992	0	0	28591	2182	0	0	38198	2970	0	0
NODE322_01	0	0	15388	3629	0	0	12502	2619	0	0	12357	3129
NODE322_02	0	0	7768	1219	0	0	4419	1123	0	0	3889	0
NODE322_03	0	2671	0	0	0	3128	0	0	0	3132	0	0
NODE322_04	20144	811	0	0	24370	1255	0	0	21801	2158	0	0
NODE323_01	0	0	1773	8300	0	0	1905	8242	0	0	1933	9287
NODE323_02	5023	2849	0	0	5452	4042	0	0	5500	5130	0	0
NODE323_03	0	0	0	5223	0	0	0	6967	0	0	0	5584
NODE323_04	16767	1213	0	0	17041	1468	0	0	15448	2324	0	0
NODE324_01	0	0	2562	38526	0	0	2345	44841	0	0	2783	46469
NODE324_02	0	0	628	5605	0	0	0	7432	0	0	0	7335
NODE324_03	48477	973	0	0	47712	1366	0	0	53118	3050	0	0
NODE325_01	0	4360	0	0	0	4755	0	0	0	4053	0	0
NODE325_02	0	0	734	2685	0	0	0	2420	0	0	0	2550
NODE325_03	0	0	1224	4421	0	0	1768	5442	0	0	2145	5917
NODE325_04	0	3868	0	0	0	3303	0	0	0	3104	0	0
NODE325_05	12537	2493	0	0	13173	3637	0	0	13060	3634	0	0
NODE325_06	4690	0	0	0	4363	0	0	0	4021	0	0	0
NODE326_01	0	0	10988	3212	0	0	10940	3624	0	0	9371	3080
NODE326_02	1255	4099	0	0	0	4276	0	0	0	4719	0	0
NODE326_03	17086	1161	0	0	12660	2339	0	0	16871	2515	0	0
NODE327_01	0	0	3675	2280	0	0	3666	2537	0	0	5773	2697
NODE327_02	0	0	27520	18617	0	0	24287	16835	0	0	26546	17193
NODE327_03	0	5187	0	0	0	5158	0	0	0	5650	0	0
NODE327_04	0	0	1193	2785	0	0	1033	3205	0	0	1349	2488
NODE327_05	0	3870	0	0	0	2818	0	0	0	2384	0	0
NODE328_01	0	0	0	0	0	0	0	5579	0	0	1089	8472
NODE328_02	0	2701	0	0	0	3314	0	0	0	3890	0	0
NODE328_03	0	0	0	3100	0	0	0	3624	0	0	0	3769
NODE329_01	0	0	155663	13967	0	0	151519	19014	0	0	151634	16761
NODE33_01	5588	0	0	0	6445	0	0	0	5744	0	0	0
NODE33_02	0	0	3065	2694	0	0	2737	2356	0	0	2827	2282
NODE33_03	6933	1238	0	0	7477	1454	0	0	7275	2246	0	0
NODE33_04	0	2941	0	0	0	2074	0	0	0	1480	0	0
NODE33_05	0	0	0	2206	0	0	0	3479	0	0	0	4113
NODE330_01	0	915	2127	2819	0	0	2269	2320	0	0	1661	2118
NODE330_02	0	25944	118558	21841	0	23499	136747	28004	0	17178	132209	28419
NODE330_03	8620	1895	0	0	8581	2114	0	0	8828	2639	0	0
NODE331_01	0	1160	2638	3404	0	0	3242	3471	0	0	3089	3728
NODE331_02	0	0	0	3826	0	0	0	2628	0	0	0	3227
NODE331_03	4909	1016	0	0	4490	1233	0	0	4935	1990	0	0
NODE331_04	8008	0	0	0	7443	0	0	0	6805	929	0	0
NODE332_01	0	0	2405	7993	0	0	2461	6738	0	0	1924	6123
NODE332_02	0	7914	0	0	0	8196	0	0	0	8258	0	0
NODE333_01	0	19256	2845	4887	0	19079	2627	4223	0	16350	2356	4042
NODE333_02	0	3637	0	0	0	4998	0	0	0	5811	0	0
NODE333_03	5951	8497	0	0	6475	8413	0	0	5359	8577	0	0
NODE334_01	4575	9817	0	0	5156	14538	0	0	5125	15264	0	0
NODE334_02	0	0	946	4410	0	0	0	3393	0	0	0	3022
NODE334_03	0	7825	0	0	0	9105	0	0	0	7079	0	0
NODE335_01	0	0	1847	0	0	0	2243	0	0	0	2767	0
NODE335_02	0	4684	0	0	0	2847	0	0	0	2120	0	0
NODE335_03	16865	0	0	0	17256	0	0	0	14966	0	0	0
NODE336_01	7985	1022	0	0	5647	1326	0	0	6184	1673	0	0
NODE336_02	5568	0	0	0	5293	0	0	0	5221	0	0	0
NODE337_01	0	0	14222	10677	0	0	11519	9297	0	0	11971	9776
NODE337_02	15975	2390	0	0	14203	2783	0	0	17353	6046	0	0
NODE338_01	0	0	6987	5000	0	0	5871	3850	0	0	5845	4704
NODE338_02	0	0	3177	10995	0	0	2942	9487	0	0	2203	8040
NODE338_03	0	0	7696	11747	0	0	5864	9247	0	0	6364	9596
NODE338_04	15920	2455	0	0	13944	2526	0	0	17854	6345	0	0
NODE338_05	4241	0	0	0	4262	0	0	0	3273	0	0	0
NODE339_01	0	0	11006	2975	0	0	9043	2610	0	0	9906	2679
NODE339_02	0	5030	0	0	0	4966	0	0	0	3192	0	0
NODE339_03	0	1104	3410	4309	0	0	4088	3915	0	0	4073	5257
NODE339_04	2335	1101	0	0	2209	1940	0	0	2187	2911	0	0
NODE339_05	10648	0	0	0	9134	0	0	0	12029	0	0	0
NODE34_01	0	21170	0	0	0	13106	0	0	0	7059	0	0
NODE34_02	6554	6615	0	0	5723	7539	0	0	6400	12262	0	0
NODE34_03	0	0	18933	16953	0	0	14084	14905	0	0	17122	15388
NODE34_04	0	0	0	3876	0	0	0	3053	0	0	0	2561
NODE34_05	0	0	168299	15772	0	0	165640	20463	0	0	172917	18996
NODE340_01	2812	2003	0	0	2484	2133	0	0	4897	4255	0	0
NODE340_02	9496	1487	0	0	9635	1945	0	0	9849	2955	0	0
NODE341_01	0	7102	0	0	0	7428	0	0	0	5410	0	0
NODE341_02	0	3331	6147	9882	0	2480	5921	8587	0	1712	5226	7762
NODE341_03	0	2850	0	0	0	3343	0	0	0	3884	0	0
NODE341_04	0	0	673	1332	0	0	0	1828	0	0	902	1727
NODE341_05	0	3630	0	1751	0	3008	0	1599	0	2174	0	0
NODE341_06	6624	877	0	1121	4812	2058	0	0	6195	1641	0	0
NODE342_01	0	0	3072	11837	0	0	3591	13874	0	0	5116	14579
NODE342_02	0	0	902	3155	0	0	973	2915	0	0	1207	2734
NODE342_03	0	5911	0	0	0	5001	0	0	0	7023	0	0
NODE342_04	4721	0	0	0	4188	0	0	0	3522	0	0	0
NODE343_01	0	884	2506	2557	0	0	2839	1854	0	0	2919	1865
NODE343_02	0	3102	0	0	0	2385	0	0	0	1392	0	0
NODE343_03	5422	2132	0	0	5302	2545	0	0	5915	3221	0	0
NODE344_01	0	0	1318	4384	0	0	1131	2637	0	0	0	3005
NODE344_02	0	0	2097	5605	0	0	2162	4701	0	0	1710	4951
NODE344_03	4334	0	0	0	3805	0	0	0	3575	1055	0	0
NODE345_01	0	0	2750	0	0	0	2287	0	0	0	2550	0
NODE345_02	0	0	2497	11797	0	0	2411	10273	0	0	2050	8843
NODE345_03	0	728	0	0	0	1724	0	0	0	3575	0	0
NODE346_01	0	0	19576	4229	0	0	18593	3513	0	0	19983	3503
NODE346_02	0	0	8729	23611	0	0	7660	19177	0	0	8683	18596
NODE346_03	3434	0	0	0	3450	0	0	0	4360	0	0	0
NODE346_04	4827	1171	0	0	4535	1789	0	0	3633	2119	0	0
NODE347_01	1452	15383	0	0	0	14826	0	0	0	19400	0	0
NODE347_02	0	0	8902	0	0	0	10174	0	0	0	9345	0
NODE347_03	0	14028	0	7212	0	11852	2620	7957	0	8644	0	7815
NODE347_04	0	3062	0	0	0	3075	0	0	0	2879	0	0
NODE347_05	18761	1641	0	0	20118	2269	0	0	20110	4079	0	0
NODE348_01	0	7905	0	0	0	8069	0	0	0	6137	0	0
NODE349_01	0	0	3914	22608	0	0	4293	24030	0	0	3873	25538
NODE349_02	117299	3889	712	1587	116252	5520	0	1115	98965	14586	813	0
NODE35_01	0	0	9555	35031	0	0	7959	28593	0	0	8088	27334
NODE35_02	6255	6754	0	0	5364	7611	0	0	5708	11432	0	0
NODE35_03	5211	0	0	0	5519	0	0	0	5561	1079	0	0
NODE35_04	0	0	3096	13163	0	0	2663	11064	0	0	2443	10497
NODE35_05	0	0	0	3434	0	0	0	3581	0	0	0	3884
NODE350_01	0	22121	117020	22400	0	17507	130545	24573	0	14840	133199	27187
NODE350_02	0	10075	7763	14056	0	7910	8643	14441	0	6822	7815	13599
NODE350_03	0	0	0	3113	0	0	0	2252	0	0	0	2749
NODE350_04	0	0	0	2214	0	0	0	3416	0	0	0	3989
NODE350_05	0	5832	12561	0	0	4213	14271	0	0	3029	12789	0
NODE351_01	3421	1799	0	0	3485	1874	0	0	6102	4430	0	0
NODE352_01	0	0	3369	1846	0	0	3204	1877	0	0	4461	1400
NODE352_02	0	0	3030	3196	0	0	2418	2248	0	0	2745	2373
NODE352_03	0	1491	1581	3371	0	0	2150	4897	0	0	2879	6815
NODE352_04	11643	1711	0	0	12421	1841	0	0	12550	4171	0	0
NODE353_01	0	1272	3836	6144	0	0	2831	5564	0	0	2418	5054
NODE353_02	0	3919	0	0	0	5441	0	0	0	4807	0	0
NODE353_03	12260	886	0	0	11638	1522	0	0	11614	2375	0	0
NODE354_01	0	0	989	2673	0	0	758	2891	0	0	0	2640
NODE354_02	5283	828	0	0	4897	1585	0	0	4159	1870	0	0
NODE355_01	0	0	765	3044	0	0	0	2836	0	0	0	2182
NODE355_02	6034	57873	0	0	5621	68807	0	0	4916	68002	0	0
NODE355_03	5005	0	0	0	4373	0	0	0	4762	953	0	0
NODE355_04	37123	4366	0	0	38295	6467	0	0	39007	7469	0	0
NODE356_01	0	0	2737	0	0	0	2891	0	0	0	2433	0
NODE356_02	0	0	9849	15752	0	0	8055	12395	0	0	8845	12644
NODE357_01	0	2966	1222	2421	0	2679	1263	2130	0	2054	1108	1988
NODE357_02	7380	0	0	0	8287	0	0	0	8167	0	0	0
NODE357_03	15340	2263	0	0	13269	2357	0	0	16770	5614	0	0
NODE358_01	6703	0	0	0	6871	0	0	0	7340	988	0	0
NODE359_01	0	0	5025	3331	0	0	5081	2897	0	0	4850	2545
NODE359_02	0	0	1362	3178	0	0	1535	4078	0	0	1760	4415
NODE359_03	0	0	1530	4785	0	0	1685	6161	0	0	1629	6729
NODE359_04	0	4182	0	0	0	4109	0	0	0	3239	0	0
NODE359_05	0	1728	0	0	0	2362	0	0	0	2287	0	0
NODE36_01	0	6326	0	0	0	5827	0	0	0	8719	0	0
NODE36_02	1945	42580	1116	1566	1425	41533	0	1972	0	44762	0	2082
NODE36_03	0	4738	629	0	0	2407	0	0	0	1286	0	0
NODE36_04	0	0	27398	95935	0	0	23877	87075	0	0	20489	80250
NODE36_05	0	0	1901	4975	0	0	2146	6904	0	0	2226	7731
NODE360_01	0	0	840	4014	0	0	779	4027	0	0	0	4049
NODE360_02	0	2433	0	0	0	2843	0	0	0	3017	0	0
NODE360_03	5252	0	0	0	5448	0	0	0	4983	0	0	0
NODE360_04	5295	0	0	0	6267	0	0	0	5590	0	0	0
NODE361_01	0	0	34331	3352	0	0	36444	4226	0	0	38677	4060
NODE361_02	0	0	7248	0	0	0	8628	0	0	0	8523	0
NODE361_03	0	11948	0	0	0	12154	0	0	0	9817	0	0
NODE361_04	0	3700	13161	42837	0	0	9576	33458	0	0	8198	28420
NODE361_05	18056	3872	0	0	20083	5299	0	0	19435	8245	0	0
NODE362_01	0	9810	0	0	0	8767	0	0	0	6052	0	0
NODE362_02	3922	0	0	0	3438	0	0	0	4950	0	0	0
NODE363_01	0	0	0	2522	0	0	0	3143	0	0	0	3817
NODE363_02	0	0	1551	3338	0	0	1727	2329	0	0	1666	2392
NODE363_03	0	4671	0	0	0	2944	0	0	0	2581	0	0
NODE363_04	5150	0	0	0	5976	0	0	0	5735	0	0	0
NODE364_01	0	0	2170	0	0	0	2386	778	0	0	2394	0
NODE364_02	0	0	0	3224	0	0	0	3472	0	0	0	3876
NODE365_01	0	5807	0	0	0	5870	0	0	0	4529	0	0
NODE365_02	0	0	0	2339	0	0	0	3203	0	0	0	4322
NODE365_03	0	0	0	0	0	0	0	2550	0	0	0	1825
NODE365_04	10252	3094	0	0	10405	3453	0	0	9377	5455	0	0
NODE365_05	0	5975	0	0	0	5996	0	0	0	6732	0	0
NODE365_06	5734	760	0	0	6249	0	0	0	10206	1864	0	0
NODE366_01	0	2317	0	0	0	2751	0	0	0	3129	0	0
NODE366_02	13274	0	0	0	12090	0	0	0	12172	1131	0	0
NODE366_03	3677	0	0	0	2073	0	0	0	4462	1498	0	0
NODE367_01	0	0	3057	2716	0	0	3835	2710	0	0	2575	2337
NODE367_02	0	0	1510	1764	0	0	1535	2310	0	0	2529	2111
NODE367_03	4143	0	0	0	3296	0	0	0	4237	0	0	0
NODE368_01	0	0	2624	2281	0	0	2496	2015	0	0	2260	2226
NODE368_02	0	13027	0	0	0	12821	0	0	0	11446	0	0
NODE368_03	0	4666	1336	3659	0	4301	1260	3073	0	4582	1271	3640
NODE368_04	25650	789	0	0	27164	0	0	0	26862	1816	0	0
NODE368_05	5498	0	0	0	4563	0	0	0	4465	0	0	0
NODE369_01	0	5079	1924	5265	0	5011	2035	4430	0	4370	1746	4385
NODE369_02	0	3690	0	0	0	2330	0	0	0	1749	0	0
NODE369_03	9881	1846	0	0	10457	3192	0	0	10107	6892	0	0
NODE37_01	29738	38873	0	0	29280	47976	0	0	28851	60715	0	0
NODE37_02	0	8153	0	0	0	8551	0	0	0	9140	0	0
NODE37_03	0	0	23862	9204	0	0	16914	8516	0	0	15706	6548
NODE37_04	6880	0	0	0	6298	0	0	0	11999	2482	0	0
NODE37_05	2172	4775	0	0	2036	5172	0	0	1963	11044	0	0
NODE37_06	0	0	1415	5700	0	0	1018	6236	0	0	0	6480
NODE370_01	0	0	1741	2278	0	0	2124	1976	0	0	1738	2014
NODE370_02	0	7035	0	0	0	7041	0	0	0	6849	0	0
NODE370_03	0	0	1037	15259	0	0	913	16803	0	0	1018	16304
NODE370_04	5969	1310	0	0	5217	0	0	0	4835	2463	0	0
NODE371_01	0	6113	0	0	0	4907	0	0	0	4227	0	0
NODE372_01	0	0	7855	11944	0	0	7820	11431	0	0	7550	10569
NODE372_02	0	27756	0	0	0	26435	0	0	0	26293	0	0
NODE372_03	26419	2700	0	0	32334	3919	0	0	36588	7711	0	0
NODE373_01	4746	4216	0	0	5104	5208	0	0	5553	7982	0	0
NODE373_02	0	0	649	5878	0	0	0	7990	0	0	0	8192
NODE373_03	4650	0	0	0	5808	0	0	0	4813	0	0	0
NODE374_01	0	0	1608	1683	0	0	2411	2355	0	0	3183	3118
NODE374_02	0	1006	3836	10737	0	0	3470	9005	0	0	2783	8510
NODE374_03	0	0	0	3801	0	0	0	5104	0	0	0	5240
NODE374_04	59371	2524	0	0	42749	4510	0	0	59723	5839	0	0
NODE376_01	0	3625	0	0	0	4750	0	0	0	3489	0	0
NODE376_02	0	0	1222	4316	0	0	970	3228	0	0	0	3591
NODE376_03	4738	0	0	0	4852	0	0	0	5761	0	0	0
NODE377_01	0	0	2717	0	0	0	2580	0	0	0	2433	0
NODE377_02	0	0	13934	35867	0	0	11056	29611	0	0	17841	22014
NODE377_03	0	3737	0	0	0	3622	0	0	0	2486	0	0
NODE377_04	4318	0	0	0	4538	0	0	0	4833	1611	0	0
NODE378_01	0	3519	0	0	0	3590	0	0	0	2404	0	0
NODE378_02	57696	1135	0	0	49590	2616	0	0	59838	3427	0	0
NODE379_01	0	3359	0	0	0	2999	0	0	0	3934	0	0
NODE379_02	0	25843	3276	2285	0	18455	3522	2758	0	12997	3874	2576
NODE379_03	8068	0	0	0	9657	0	0	0	8403	1865	0	0
NODE38_01	3665	4124	0	0	3567	5016	0	0	3833	6328	0	0
NODE38_02	0	4139	0	0	0	5049	0	0	0	5751	0	0
NODE38_03	5595	1671	0	0	5369	2782	0	0	5392	2989	0	0
NODE38_04	0	0	0	3251	0	0	0	4049	0	0	0	4602
NODE380_01	0	0	726	3234	0	0	708	2387	0	0	0	2315
NODE380_02	7310	925	0	0	6825	0	0	0	6481	2413	0	0
NODE381_01	0	0	1398	3993	0	0	1391	3340	0	0	0	3038
NODE381_02	6186	0	0	0	5517	0	0	0	6309	1198	0	0
NODE382_01	0	10427	0	0	0	10296	0	0	0	8692	0	0
NODE382_02	0	3684	0	0	0	4417	0	0	0	4598	0	0
NODE382_03	37710	4968	0	0	38636	7209	0	0	38135	13431	0	0
NODE383_01	0	0	1790	4781	0	0	1540	4598	0	0	1753	4321
NODE383_02	0	4462	0	0	0	4079	0	0	0	3049	0	0
NODE384_01	0	0	1618	5495	0	0	1390	4288	0	0	1023	4175
NODE384_02	0	2767	0	0	0	2087	0	0	0	1726	0	0
NODE384_03	5650	0	0	0	5209	0	0	0	5520	0	0	0
NODE385_01	0	0	1122	1776	0	0	1484	2804	0	0	1145	2955
NODE385_02	0	0	0	6744	0	0	0	7466	0	0	0	6494
NODE385_03	0	16636	0	0	0	9594	0	0	0	8377	0	0
NODE385_04	7235	1703	0	0	6972	2318	0	0	7646	3246	0	0
NODE386_01	0	0	1306	10667	0	0	1292	12854	0	0	0	14744
NODE386_02	0	0	1402	5483	0	0	1217	4611	0	0	1170	3746
NODE386_03	2440	950	0	0	2246	1556	0	0	2313	3114	0	0
NODE386_04	0	3888	0	0	0	3391	0	0	0	2829	0	0
NODE387_01	6602	0	0	0	6947	0	0	0	6045	0	0	0
NODE387_02	15298	8517	0	0	13186	11644	0	0	14960	14686	0	0
NODE388_01	0	2074	0	0	0	2823	0	0	0	3847	0	0
NODE388_02	0	4030	0	0	0	3338	0	0	0	3137	0	0
NODE389_01	0	5923	0	0	0	5138	0	0	0	2594	0	0
NODE389_02	0	0	1211	6610	0	0	1100	6974	0	0	1139	6524
NODE389_03	0	1623	0	0	0	2124	0	0	0	4052	0	0
NODE389_04	41050	5882	0	0	47722	9626	0	0	47606	11895	0	0
NODE39_01	36827	0	0	0	40503	0	0	0	39479	2991	0	0
NODE39_02	0	0	4609	1250	0	0	6070	915	0	0	8041	0
NODE39_03	0	0	152814	97449	0	0	171945	99845	0	0	208359	100967
NODE39_04	0	7050	0	0	0	5237	0	0	0	3745	0	0
NODE39_05	4491	783	0	0	5025	0	0	0	7777	1951	0	0
NODE39_06	5566	0	0	0	6415	0	0	0	6135	0	0	0
NODE39_07	0	0	3298	6641	0	0	3935	5839	0	0	2581	5963
NODE390_01	0	2600	0	0	0	2235	0	0	0	3134	0	0
NODE391_01	0	3621	0	0	0	3153	0	0	0	2999	0	0
NODE392_01	0	1150	3966	6006	0	0	2683	4618	0	0	3382	4647
NODE392_02	0	11473	0	0	0	10522	0	0	0	6937	0	0
NODE392_03	3901	0	0	0	3195	0	0	0	3317	0	0	0
NODE393_01	0	6292	0	0	0	6305	0	0	0	8132	0	0
NODE393_02	0	0	961	7798	0	0	925	5499	0	0	911	4470
NODE393_03	0	2257	0	0	0	1879	0	0	0	2458	0	0
NODE393_04	8221	0	0	0	7016	0	0	0	6851	0	0	0
NODE394_01	0	26161	105885	21275	0	21781	123153	27166	0	16986	118277	25580
NODE394_02	0	0	0	5898	0	0	0	5787	0	0	0	5771
NODE394_03	0	3024	0	0	0	1952	0	0	0	1438	0	0
NODE395_01	7596	1799	0	0	8592	1802	0	0	8176	3750	0	0
